Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
"USA,NE,2019,""12        "",Male,18,Right-Handed,186,27,180.6,1,Car,20,.331,61,""Football (American)"",1000,1000,1000,500,500,500,27,""Same length"",78,73,""Same length"",August,Spring,No,No,Pizza/Pasta,Water,""Physical education"",6-8,6-8,6,""Yes - dial-up connection"",""Cell phone"",15,15,15,5,0,5,5,5,5,5,5,5,20,0,""Very little"",""High school"",Country,""Freeze time"",Happy,Relative,Environment"
"USA,NE,2018,""9         "",Female,15,Right-Handed,154.9,21,152.4,2,Car,8,0.356,47,Other,100,500,800,800,1000,1000,22,""Left foot"",66,68,""Ring finger"",December,Winter,No,No,Meat,Water,Other,7,14,5,""Yes - broadband connection"",""Myspace, Facebook, other social networking sites, or blog"",100,50,5,36,4,2,0,8,100,20,50,10,7,8,""A lot"",""Graduate degree"",""Rap/Hip hop"",Invisibility,Happy,Relative,Health"
"USA,NE,2018,""9         "",Female,15,Right-Handed,600,21,49,2,Car,5,.427,47,""Martial Arts"",600,100,500,300,1,800,21,""Same length"",7.50,6.40,""Index finger"",March,Winter,No,No,Pizza/Pasta,""Soft drink (caffeinated)"",Music,4,12,5,""Yes - dial-up connection"",""In person"",3,0,3,0,3,0,0,0,1,0,5,0,0,5,""A lot"",Other,Pop,Telepathy,Famous,Other,Environment"
"USA,NE,2017,""10        "",Female,17,Right-Handed,167,23,162,1,Car,15,0.345,34,Walking/Hiking,604,775,925,834,556,554,24,,80,70,""Index finger"",April,Fall,No,No,Pizza/Pasta,Water,Art,9,8,5,""Yes - broadband connection"",""Internet chat or instant messaging"",5,4,0,0,4,3,0,6,2,.5,7,4,0,.5,""A lot"",""Graduate degree"",Other,Invisibility,Happy,Relative,Other"
"USA,NE,2023,""12        "",Female,17,Left-Handed,175,24.5,180,1,Car,20,0.489,60,Swimming,800,500,200,500,500,900,,,79,74,""Index finger"",October,Summer,Yes,No,Pizza/Pasta,Water,Science,8,10,4,""Yes - other"",""Text messaging"",50,100,5,1,8,20,8,0,8,1,2,0,10,3,""A lot"",""Graduate degree"",Pop,Invisibility,Happy,Relative,Health"
"USA,NE,2016,""12        "",Female,,Right-Handed,,,,,Car,,,,Other,,,,,,,,,,,""Index finger"",November,Fall,No,No,Pizza/Pasta,Water,Other,,,,""Yes - other"",""Text messaging"",,,,,,,,,,,,,,,""A lot"",""Undergraduate degree"",Other,""Freeze time"",Happy,Other,""International aid"""
"USA,NE,2012,""11        "",Male,18,Right-Handed,172.7,28.0,172.7,1,Car,15,.229,50,Basketball,406,406,674,674,882,861,28,""Same length"",7.5,7.3,""Index finger"",September,Fall,No,No,,""Soft drink (caffeinated)"",""Computers and technology"",6,6,6,""Yes - other"",""Text messaging"",50,50,12,5,8,18,6,6,6,14,10,10,0,3,""A lot"",""Graduate degree"",""Rock and roll"",""Freeze time"",Happy,Friend,Health"
"USA,NE,2014,""10        "",Male,16,Right-Handed,172,26,172,1,Car,10,.375,45,Basketball,350,400,600,800,700,900,27,""Left foot"",8,6,,May,Fall,No,No,Meat,Milk,English,7,9,7,""Yes - other"",""In person"",5,5,10,1,8,5,10,2,4,1,2,5,0,2,""A lot"",""Graduate degree"",Country,Invisibility,Happy,""Sports person"",Health"
"USA,NE,2018,""9         "",Female,15,Right-Handed,70,22.8,154.9,2,Car,10,0.359,41,Athletics,1000,1000,1000,1000,10,250,22.8,""Same length"",91.4,76.2,""Ring finger"",October,Summer,No,No,Fruit,Water,""Mathematics and statistics"",9.5,9.5,8,""Yes - dial-up connection"",""Text messaging"",10,10,40,.5,10,5,14,0,30,1,4,0,0,20,""Very little"",""Graduate degree"",Other,Telepathy,Healthy,Relative,Health"
"USA,NE,2018,""12        "",Male,17,Right-Handed,170.6,25.4,140,1,Car,30,0.357,44,Swimming,100,200,900,600,500,1000,""25.4 "",,8.5,7.5,""Index finger"",April,Spring,Yes,No,Pizza/Pasta,""Soft drink (caffeinated)"",English,8.5,9,5,""Yes - other"",""Text messaging"",200,150,5,10,4,15,3,1,0,0,8,10,5,2,Some,Other,Gospel,Telepathy,Happy,""Religious figure"",""Education/Youth development"""
"USA,NE,2018,""12        "",Male,16,Right-Handed,167,25,58,2,Car,7,0.47,65,Soccer,700,600,500,500,100,300,25,""Same length"",77,77,""Same length"",July,Fall,No,No,Meat,Water,""Physical education"",8,10,4,""Yes - broadband connection"",""Myspace, Facebook, other social networking sites, or blog"",100,100,10,,,,,,,,,,,,,,,,,,"
"USA,NE,2018,""11        "",Male,17,Right-Handed,104,25,170,1,Car,15,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"USA,NE,2012,""11        "",Female,16,Right-Handed,170.2,21,163,1,Car,10,0.324,43,Other,400,500,700,300,1000,1000,22,""Left foot"",6.9,8.3,""Ring finger"",December,Fall,Yes,No,Meat,""Soft drink (caffeinated)"",History,5,12,4,""Yes - broadband connection"",""Myspace, Facebook, other social networking sites, or blog"",0,0,72,5,15,20,10,0,90,72,10,90,14,15,""A lot"",""Graduate degree"",Country,Invisibility,Healthy,Relative,Health"
"USA,NE,2019,""11        "",Male,17,Ambidextrous,187,32,189,No,Bus,90,0.334,33,Swimming,75,246,406,749,1000,1000,32,""Same length"",,,""Ring finger"",September,Summer,No,No,Meat,""Energy drink"",History,8,12,5,""Yes - other"",""In person"",,,0,0,3,4,2,20,3,3,20,1,15,4,Some,Other,""Rock and roll"",""Freeze time"",Rich,""Musician or singer"",Other"
"USA,NE,2013,""9         "",Male,14,Right-Handed,167,27,170,2,Car,15,0.342,44,Soccer,1000,1000,1000,1000,945,1000,26,""Right foot"",90,90,""Same length"",November,Winter,No,No,Pizza/Pasta,Tea,History,9,11,5,,""Cell phone"",80,70,6,10,4,8,1,0,9,10,10,7,3,3,""Very little"",""Graduate degree"",Pop,Invisibility,Famous,""Musician or singer"",""International aid"""
"USA,NE,2019,""12        "",Female,17,Right-Handed,154,9,150.4,2,Car,12,0.545,49,Soccer,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"USA,NE,2018,""9         "",Female,14,Right-Handed,160,22.5,155,2,Bus,15,0.41,""54 "",Athletics,800,900,700,700,800,1000,21.5,,77,74,""Index finger"",June,Winter,No,Yes,Fruit,Tea,History,4,8,5,""Yes - other"",""Myspace, Facebook, other social networking sites, or blog"",80,80,68,12,20,22,12,0,20,20,35,0,0,12,""A lot"",""Graduate degree"",Techno/Electronic,Fly,Healthy,Teacher,Health"
"USA,NE,2018,""12        "",Male,17,Ambidextrous,1000,100,100,1,Car,20,.434,38,Basketball,500,500,500,500,1000,1000,100,""Right foot"",80,74,""Ring finger"",June,Summer,No,No,Breads/Sandwiches,Water,History,8,9,4,""Yes - other"",""In person"",100,150,10,1,3,4,20,0,10,10,45,6,0,2,None,""Graduate degree"",""Rap/Hip hop"",""Freeze time"",Happy,""Coach or club leader"",""Arts, culture, sports"""
"USA,NE,2012,""12        "",Male,17,Right-Handed,193,30,194,1,Car,7,.280,,""Football (American)"",700,695,380,900,50,100,30,""Same length"",90,80,""Index finger"",March,Fall,Yes,No,Meat,""Sports drink"",History,6,9,4,""Yes - broadband connection"",""In person"",20,25,8,.5,6,6,18,0,1,3,4,3,4,1,Some,""Graduate degree"",""Rap/Hip hop"",Fly,Happy,Friend,Health"
"USA,NE,2023,""12        "",Female,17,Right-Handed,158,,,2,Car,24,.362,35,Soccer,70,70,70,70,50,60,,,,,,August,Summer,Yes,No,Meat,Water,""Physical education"",7,8,6,""Yes - broadband connection"",""Text messaging"",8,10,8,0,5,8,10,0,4,1,1,4,7,2,Some,""Graduate degree"",Country,Fly,Happy,""Sports person"",""International aid"""
"USA,NE,2013,""9         "",Female,14,Right-Handed,172,25,170,1,Car,17,0.556,57,Soccer,6,3,4,5,1,2,25.9,""Left foot"",80,75,""Index finger"",February,Summer,No,No,""Rice/Noodle dishes"",Water,Art,8,10,7,""Yes - broadband connection"",""Text messaging"",50,48,97,15,10,9,21,0,168,168,100,21,0,5,Some,""Graduate degree"",Country,Telepathy,Happy,Relative,Health"
"USA,NE,2014,""10        "",Female,16,Right-Handed,64,24,64,1,Car,8,0.429,44,Baseball/Softball,800,700,900,800,300,300,24,""Same length"",30,30,""Same length"",June,Fall,Yes,No,Meat,""Sports drink"",English,7,6,4,""Yes - other"",""Text messaging"",55,55,20,2,10,20,20,1,15,15,15,3,20,5,""A lot"",""Graduate degree"",Pop,Telepathy,Happy,Relative,Health"
"USA,NE,2014,""10        "",Male,16,Right-Handed,182,22,182,2,Car,15,.176,52,Golf,600,400,600,300,950,1000,22,""Same length"",635,533,""Index finger"",July,Summer,Yes,No,Breads/Sandwiches,Tea,""Physical education"",6,10,3,""Yes - broadband connection"",""Text messaging"",170,160,6,1,10,2,6,1,8,10,20,1,3,3,""A lot"",""Graduate degree"",""Punk rock"",Invisibility,Happy,Relative,""Arts, culture, sports"""
"USA,NE,2014,""9         "",Male,14,Right-Handed,172.7,25.4,160,1,Car,15,.47,61,""Table Tennis"",765,810,1000,1000,750,500,25.4,""Same length"",93,92,""Index finger"",June,Spring,No,No,""No favorite"",,""Mathematics and statistics"",7,10,6,""Yes - broadband connection"",""In person"",0,0,20,0,10,30,0,20,0,1,10,5,0,9,Some,""Graduate degree"",Country,""Freeze time"",Happy,Friend,Health"
"USA,NE,2012,""11        "",Male,15,Left-Handed,516,27,121,1,Car,15,.37,52,Other,1000,700,700,800,500,500,28,""Left foot"",73,83,,May,Spring,Yes,No,Pizza/Pasta,""Energy drink"",Science,7,9,4,""Yes - broadband connection"",""Internet chat or instant messaging"",20,20,5,2,6,30,4,19,10,1,24,3,0,3,""A lot"",""Graduate degree"",Jazz,""Super strength"",Happy,""Business person"",""International aid"""
"USA,NE,2023,""12        "",Female,17,Right-Handed,173,24.8,169.3,1,Car,6,.327,35,Dancing,990,980,700,700,61,970,26.4,""Left foot"",99,89,,December,Fall,No,Yes,""No favorite"",Tea,History,5,7,3,""Yes - broadband connection"",""In person"",10,11,,2,28,,16,0,2,2,27,7,12,6,""A lot"",""Graduate degree"",Classical,Invisibility,Happy,Relative,Other"
"USA,NE,2016,""11        "",Female,17,Right-Handed,172,25,175,1,Car,9,0.43,44,Other,800,750,800,812,700,700,25,""Right foot"",100,100,""Same length"",June,Summer,Yes,No,""No favorite"",Water,Art,6,7,3,""Yes - broadband connection"",""Internet chat or instant messaging"",72,78,17,3,9,38,9,2,46,46,2,18,25,5,""A lot"",""Graduate degree"",""Rap/Hip hop"",""Freeze time"",Happy,Friend,""Wildlife, animals"""
"USA,NE,2018,""12        "",Female,17,Right-Handed,160.0,21,91.44,2,Car,6,3.288,53,""Football (American)"",1000,529,267,524,0,1000,22,""Right foot"",8,9,""Ring finger"",September,Summer,Yes,No,""Rice/Noodle dishes"",Tea,""Social studies"",8,4,5,""Yes - broadband connection"",""Text messaging"",5,35,3,,,,,,,,,,,,,,,,,,"
"USA,NE,2014,""9         "",Male,14,Right-Handed,66,137,68,1,Car,15,2,3,Baseball/Softball,300,300,500,600,700,800,137,""Same length"",2,2,""Index finger"",April,Spring,No,No,Meat,""Soft drink (caffeinated)"",Science,9,6,4,""Yes - other"",""Text messaging"",20,20,60,2,9,44,10,2,6,3,12,10,0,10,Some,""Graduate degree"",Country,""Freeze time"",Happy,""Sports person"",""Wildlife, animals"""
"USA,NE,2017,""10        "",Female,15,Right-Handed,168,95,171,1,Car,7,0.483,39,Basketball,1000,1000,1000,1000,305,305,95,""Same length"",58,71,""Ring finger"",February,Fall,No,No,""No favorite"",Water,Science,8,10,5,""Yes - other"",""Text messaging"",100,250,55,2,8,25,8,0,8,15,10,7,0,5,Some,""Graduate degree"",Pop,Telepathy,Happy,Relative,Health"
"USA,NE,2018,""11        "",Male,18,Right-Handed,77,26,162,2,Car,10,.339,40,Athletics,599,0,1000,390,294,652,25,,62,63,""Ring finger"",May,Fall,Yes,No,Meat,Water,History,8,12,4,""Yes - broadband connection"",""Text messaging"",20,20,28,2,0,6,0,12,0,5,5,0,30,5,""Very little"",""Graduate degree"",""Rap/Hip hop"",""Freeze time"",Happy,""Musician or singer"",Health"
"USA,NE,2017,""12        "",Female,17,Right-Handed,157,24,,2,Car,""15 "",2.124,50,None,0,176,380,594,0,1000,24,""Same length"",60,60,""Same length"",February,,No,No,Fruit,Water,Other,8,8,5,""Yes - other"",""Myspace, Facebook, other social networking sites, or blog"",5,1,4,10,4,15,0,0,10,10,5,10,21,10,""A lot"",""Graduate degree"",Other,Telepathy,Healthy,Other,Religious"
"USA,NE,2021,""7         "",Male,13,Right-Handed,158,22,145,1,Bus,25,0.84,71,""Football (American)"",1000,1000,1000,0,720,1000,22,""Same length"",62,60,""Same length"",November,Summer,No,No,Meat,""Sports drink"",Languages,6,6,3,""Yes - other"",""Internet chat or instant messaging"",100,100,2,1,1,1,3,4,2,1,1,3,2,0,,""Some college"",Country,Fly,Rich,""Business person"",""Arts, culture, sports"""
"USA,NE,2012,""9         "",Female,14,Right-Handed,163,23,165,2,,15,.543,45,Soccer,503,470,490,513,1000,1000,23,""Same length"",70,80,""Ring finger"",May,Fall,No,No,""Rice/Noodle dishes"",Milk,,8,10,5,""Yes - other"",""Myspace, Facebook, other social networking sites, or blog"",50,50,10,1,9,7,3,15,15,10,16,1,0,2,""A lot"",""Some college"",Other,Fly,Happy,Other,Health"
"USA,NE,2018,""9         "",Female,15,Right-Handed,164.5,19.05,163.8,2,Bus,26,.344,46,Athletics,500,500,400,300,500,600,20.32,""Left foot"",65,7.3,""Ring finger"",February,Summer,No,No,Pizza/Pasta,Water,Science,5,6,6,""Yes - broadband connection"",""Text messaging"",100,121,8,3,4,6,5,0,15,20,30,0,16,2,""A lot"",""Less than high school"",Pop,Telepathy,Happy,Relative,Health"
"USA,NE,2017,""10        "",Male,16,Right-Handed,170,23,178,1,Car,15,0.41,40,Swimming,300,900,700,400,1000,1000,23,""Same length"",74,76,""Ring finger"",September,Winter,No,No,Pizza/Pasta,Milk,""Computers and technology"",7,10,4,""Yes - other"",""Text messaging"",3,4,4,0.5,5,3,8,12,1,1,4,2,0,2,""Very little"",Other,Country,""Super strength"",Happy,Relative,""Education/Youth development"""
"USA,NE,2018,""12        "",Female,17,Right-Handed,7,7,45,2,Car,20,.44,43,Soccer,1000,1000,700,700,200,500,7,""Same length"",65,75,""Ring finger"",,Spring,No,,,""Powdered drink"",Science,8,5,4,""Yes - other"",""Myspace, Facebook, other social networking sites, or blog"",15,15,24,3,24,15,20,0,100,20,100,10,20,15,Some,""Graduate degree"",""Rap/Hip hop"",Telepathy,Healthy,Relative,""International aid"""
"USA,NE,2017,""10        "",Female,17,Right-Handed,5,""12 "",56,1,Car,5,0.565,54,Other,600,700,600,700,100,300,12,""Same length"",7,8,""Index finger"",June,Summer,Yes,No,Fruit,Juice,Art,6,8,4,""Yes - broadband connection"",""Text messaging"",12,12,20,2,3,5,10,0,5,2,2,2,10,3,""A lot"",,,,,,"
"USA,NE,2018,""12        "",Female,16,Right-Handed,64,24,52,2,Car,6,0.697,43,Basketball,690,551,807,594,465,1000,24,""Same length"",90,100,""Ring finger"",December,Summer,No,No,Meat,""Soft drink (caffeinated)"",Art,8,11,4,""Yes - other"",""Text messaging"",21,9,2,5,3,10,0,2,8,3,15,5,20,3,""Very little"",""Graduate degree"",""Rap/Hip hop"",Invisibility,Happy,Relative,Environment"
"USA,NE,2013,""11        "",Male,16,Right-Handed,180,27,172,1,Car,15,0.762,56,Walking/Hiking,1000,695,679,813,738,695,24,""Right foot"",9,7,""Index finger"",May,Winter,No,No,Meat,Juice,Music,6,9,4,""Yes - broadband connection"",""Cell phone"",0,3,3,1.5,7,2,5,5,4,1,5,5,3,4,""A lot"",""Some college"",""Rock and roll"",""Freeze time"",Happy,Other,""International aid"""
"USA,NE,2018,""9         "",Female,14,Right-Handed,5,22.5,62,3,Car,5,0.369,66,Soccer,1000,1000,1000,963,5,86,22.5,""Same length"",7,7,""Same length"",August,Fall,No,No,Fruit,Water,""Mathematics and statistics"",7,8,8,""Yes - other"",""Text messaging"",140,250,7,0,2,16,2,1,14,18,1,3,0,5,Some,""Graduate degree"",Other,""Freeze time"",Happy,""Sports person"",""International aid"""
"USA,NE,2012,""12        "",Female,17,Right-Handed,161,23,163,1,Car,12,.678,30,Bowling,500,500,900,800,1000,1000,23,""Same length"",79,77,""Index finger"",January,Fall,Yes,No,""Rice/Noodle dishes"",Water,English,6,9,7,""Yes - broadband connection"",""Text messaging"",100,100,45,0,5,0,0,3,20,50,20,0,40,2,Some,""Graduate degree"",Country,Fly,Healthy,Other,""Education/Youth development"""
"USA,NE,2016,""12        "",Female,17,Right-Handed,16,39,,2,Car,15,,,Bowling,1000,1000,900,100,5,800,,""Right foot"",,,""Ring finger"",March,Summer,No,No,Desserts,Water,Art,6,12,6,""Yes - broadband connection"",""Myspace, Facebook, other social networking sites, or blog"",0,0,3,5,21,3,1,10,25,2,25,0,0,3,Some,""Undergraduate degree"",Classical,Fly,Healthy,Relative,""Wildlife, animals"""
"USA,NE,2017,""12        "",Female,17,Right-Handed,,,,1,Car,5,0.124,53,Other,300,350,500,500,1000,1000,,,,,,November,Fall,No,No,Pizza/Pasta,""Energy drink"",English,8,6,3,""Yes - broadband connection"",""Myspace, Facebook, other social networking sites, or blog"",70,80,15,1,,,,,,,,,,,,,,,,,"
"USA,NE,2013,""9         "",Female,14,Right-Handed,163,22,150,2,Car,15,1.673,36,Dancing,1000,900,950,950,1000,750,22.7,""Left foot"",80,69,""Index finger"",February,Spring,No,No,""Rice/Noodle dishes"",Water,Other,7,9,7,""Yes - other"",""In person"",0,0,0,4,36,4,2,0,5,0,46,0,0,2,Some,Other,Country,""Super strength"",Healthy,Teacher,Health"
"USA,NE,2012,""9         "",Male,11111,Right-Handed,64,23,23,3,Car,5,.427,20,Other,1000,1000,1000,1000,1000,1000,21,""Right foot"",12,12,""Same length"",September,Winter,Yes,No,,,,4,4,5,""Yes - other"",""Myspace, Facebook, other social networking sites, or blog"",0,2,4,0,2,1,1,3,3,2,3,1,0,0,""A lot"",""High school"",""Heavy metal"",""Freeze time"",Healthy,""Musician or singer"",""International aid"""
"USA,NE,2012,""12        "",Male,17,Right-Handed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"USA,NE,2012,""11        "",Female,16,Right-Handed,157.4,20,154,1,Car,10,.829,42,Soccer,600,400,100,260,540,989,18,""Right foot"",80.60,60.20,""Index finger"",March,Spring,No,,Salads,""Sports drink"",History,6,9,4,""Yes - other"",""Text messaging"",160,176,6,2,8,9,13,2,2,20,2,3,0,0,Some,""Graduate degree"",""Rap/Hip hop"",Fly,Rich,""Sports person"",Health"
"USA,NE,2023,""12        "",Female,17,Right-Handed,152.4,22.5,173,1,Car,17,0.369,42,Soccer,200,300,100,100,700,800,22,""Right foot"",77,79,""Ring finger"",October,Summer,No,No,Pizza/Pasta,Water,""Mathematics and statistics"",7,8,5,""Yes - other"",""Cell phone"",30,20,12,2,5,5,10,1,4,6,6,3,0,1,""Very little"",""High school"",Pop,""Freeze time"",Rich,""Sports person"",Health"
"USA,NE,2013,""9         "",Female,14,Right-Handed,164,23,160,2,Car,15,349,52,Dancing,610,995,679,652,471,556,23.5,""Left foot"",72,74,""Ring finger"",February,Winter,Yes,No,Seafood,Water,Music,8,11,3,""Yes - broadband connection"",""Text messaging"",100,150,16,8,8,9,3,2,9,18,16,1,1,4,""A lot"",""Graduate degree"",Pop,Telepathy,Famous,Actor,Religious"
"USA,NE,2018,""12        "",Female,16,Right-Handed,,,,1,Car,25,0.596,45,Other,588,588,588,588,123,134,,""Right foot"",,,""Ring finger"",November,Fall,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"USA,NE,2017,""10        "",Male,16,Right-Handed,170,27,168,1,Car,25,0.391,28,Baseball/Softball,600,800,500,750,800,800,26,""Right foot"",73,74,""Ring finger"",September,Fall,Yes,No,Desserts,Water,""Physical education"",6,8,3,""Yes - broadband connection"",""Text messaging"",5,8,5,1,12,2,16,3,4,1,20,5,0,2,Some,""Graduate degree"",Techno/Electronic,Fly,Happy,""Religious figure"",Religious"
"USA,NE,2023,""12        "",Female,17,Right-Handed,175,26,,1,Car,35,.349,51,Baseball/Softball,500,250,250,700,500,500,26,""Same length"",,,""Ring finger"",March,Summer,No,No,Pizza/Pasta,Water,Science,8,7,3,""Yes - dial-up connection"",""Text messaging"",,,,,,,,,,,,,,,Some,""Undergraduate degree"",Country,Fly,Happy,Other,""International aid"""
"USA,NE,2018,""12        "",Female,17,Left-Handed,,,,1,Car,10,0.388,31,Other,706,497,850,583,300,250,,""Left foot"",,,""Ring finger"",November,Fall,No,No,Poultry,Milk,Art,7,10,4,""Yes - broadband connection"",""In person"",40,45,15,1,6,21,1,15,14,30,21,2,0,3,""A lot"",""Graduate degree"",Other,""Freeze time"",Happy,""Musician or singer"",Religious"
"USA,NE,2012,""9         "",Female,15,Right-Handed,168.5,25,173.5,1,Car,10,0.424,42,Dancing,182,246,230,190,722,1000,24.3,""Right foot"",65,58,""Index finger"",September,Fall,No,No,Pizza/Pasta,Water,Science,6,12,4,""Yes - broadband connection"",""Text messaging"",151,150,24.5,.5,6,5,14,9,9,16,15,2,0,2,Some,""Graduate degree"",Country,Invisibility,Happy,Actor,Health"
"USA,NE,2017,""12        "",Male,17,Left-Handed,172,28,179,2,Car,15,.358,80,""Martial Arts"",1000,500,200,200,1000,1000,29,""Left foot"",8,7,""Ring finger"",April,Winter,Yes,No,""Rice/Noodle dishes"",Tea,English,6,4,6,""Yes - broadband connection"",""Text messaging"",20,60,12,0,4,4,0,2,6,2,12,0,20,2,Some,""Graduate degree"",""Rap/Hip hop"",""Super strength"",Happy,Relative,""Wildlife, animals"""
"USA,NE,2018,""12        "",Female,17,Right-Handed,154,""20 "",152,1,Car,15,0.647,39,Walking/Hiking,1000,700,500,1000,200,400,20,""Same length"",75,73,""Index finger"",April,Fall,Yes,No,Seafood,Water,""Computers and technology"",7,10,4,""Yes - broadband connection"",""Myspace, Facebook, other social networking sites, or blog"",4,4,12,2,15,15,7,0,15,4,20,18,0,4,Some,""Graduate degree"",""Punk rock"",""Freeze time"",Happy,Friend,""Wildlife, animals"""
"USA,NE,2018,""9         "",Female,15,Right-Handed,158.7,22.5,147.3,3,Bus,10,.346,34,Other,861,861,963,957,0,802,22.5,""Same length"",62,65,""Ring finger"",February,Spring,No,No,""No favorite"",Juice,Science,8,10,6,""Yes - broadband connection"",""In person"",85,85,1,0,.5,1,0,0,6,0,6,0,0,.5,Some,""Graduate degree"",Pop,Fly,Happy,Relative,Health"
"USA,NE,2019,""12        "",Female,17,Right-Handed,160,9,155.6,1,Car,20,0.417,34,Athletics,1000,75,679,605,809,990,9,""Same length"",70,67,""Index finger"",October,Summer,Yes,No,Seafood,Water,Science,7,10,4,""Yes - other"",""Myspace, Facebook, other social networking sites, or blog"",70,100,50,20,5,10,10,0,20,20,20,10,5,5,Some,""Graduate degree"",""Rap/Hip hop"",Invisibility,Healthy,""Coach or club leader"",""Wildlife, animals"""
"USA,NE,2016,""11        "",Female,15,Left-Handed,""156 "",20,146,1,Car,15,0.433,27,Other,,,,,,,20,""Same length"",,,,,,,,,,,7,,,,,35,27,,,,,,,,,,,,,,,,,,,"
"USA,NE,2017,""10        "",Male,16,Left-Handed,65,9,63,1,Car,10,.845,53,None,0,0,0,0,500,999,9,""Same length"",27,25,""Index finger"",February,Summer,No,No,Meat,Water,""Physical education"",5,10,4,""Yes - broadband connection"",""Text messaging"",100,100,9,1,1,2,5,0,3,3,10,4,20,1,""Very little"",""Less than high school"",Other,""Super strength"",Rich,""Sports person"",""International aid"""
"USA,NE,2014,""10        "",Male,16,Right-Handed,180,25,""185 "",1,Car,6,"".319 "",41,Basketball,100,100,100,100,100,""100 "",25,""Same length"",76,81,""Ring finger"",October,Fall,No,No,Pizza/Pasta,""Sports drink"",History,8,10,4,""Yes - other"",""In person"",""50 "",50,10,1,4,3,15,1,3,2,1,3,8,2,Some,""Some college"",""Rap/Hip hop"",""Super strength"",Happy,""Sports person"",""Arts, culture, sports"""
"USA,NE,2017,""12        "",Male,18,Left-Handed,162,25,178,1,Car,5,.322,41,""Football (American)"",500,500,600,400,600,500,25,,87,103,""Ring finger"",August,Fall,Yes,No,Pizza/Pasta,Water,""Mathematics and statistics"",8,11,3,""Yes - broadband connection"",,20,20,3,0,3,1,1,30,.5,1,30,0,25,1,Some,""Graduate degree"",""Rap/Hip hop"",Invisibility,Happy,""Sports person"",""Wildlife, animals"""
"USA,NE,2017,""12        "",Male,16,Ambidextrous,165,26.5,183,1,,4,.331,57,Basketball,185,500,300,300,700,800,26,""Right foot"",85,89,""Ring finger"",November,Summer,No,No,""No favorite"",Water,""Mathematics and statistics"",8,8,5,""Yes - broadband connection"",""Text messaging"",200,200,8,1,7,5,14,5,8,8,2,9,7,2,Some,""High school"",""Rap/Hip hop"",""Freeze time"",Happy,Relative,""International aid"""
"USA,NE,2019,""11        "",Female,16,Right-Handed,163,26,167,1,Car,""20 "",.309,35,Baseball/Softball,310,433,535,603,332,647,26,""Same length"",.,.,""Ring finger"",December,Fall,No,No,""Rice/Noodle dishes"",Water,Art,6-7,8-9,4,""Yes - broadband connection"",""Text messaging"",7,7,12,4,5,3,2,2,4,5,4,10,2,5,Some,""Graduate degree"",""Rhythm and blues (R&B)"",Fly,Rich,Relative,Health"
"USA,NE,2018,""9         "",Male,14,Right-Handed,167,24,165,2,Bus,8,.3,20,Soccer,1000,487,503,604,267,428,24,""Same length"",62,65,""Index finger"",May,Fall,No,No,Fruit,Water,History,8,9,4,""Yes - broadband connection"",""In person"",100,120,,.1,7,10,8,15,1,3,46,5,0,9,None,""Graduate degree"",""Rap/Hip hop"",Telepathy,Happy,Relative,""Wildlife, animals"""
"USA,NE,2014,""10        "",Female,15,Right-Handed,174,26,162,1,Car,5,.491,38,Other,781,701,813,743,951,1000,24,""Right foot"",84,73,""Index finger"",July,Fall,Yes,No,Other,Water,Music,7,9,4,""Yes - other"",""Text messaging"",50,50,1,1,20,5,.5,3,8,5,35,4,0,3,""A lot"",""Graduate degree"",""Punk rock"",Telepathy,Happy,Friend,""Arts, culture, sports"""
